product_id,product_name,Product_Category,Product_Brand,Product_Type,Customer_ID,order_id
58094,Picture frames,Home Decor,Home Depot,Decorations,65605,4818896
58112,Google Pixel,Electronics,Sony,Smartphone,87428,7179910
58113,Varsity jacket,Clothing,Adidas,Jacket,34425,1263475
58128,Spring water,Grocery,Pepsi,Water,77415,9619565
58136,Acer Iconia Tab,Electronics,Apple,Tablet,96856,7778518
58150,History,Books,Penguin Books,Non-Fiction,60340,9442295
58155,Side-by-side refrigerator,Electronics,Whirepool,Fridge,97532,8501066
58160,Mirror,Home Decor,Bed Bath & Beyond,Bathroom,79382,4702861
58182,Huawei P,Electronics,Apple,Smartphone,28178,7559687
58188,Utility knife,Home Decor,Home Depot,Tools,46104,2821289
58192,Dystopian,Books,HarperCollins,Fiction,19615,5412898
58193,Mirrors,Home Decor,Home Depot,Decorations,83920,1838392
58204,V-neck tee,Clothing,Nike,T-shirt,88084,8364329
58225,Sneakers,Clothing,Nike,Shoes,50267,1056306
58228,Anthologies,Books,Random House,Literature,51587,2338869
58229,HDR TV,Electronics,Samsung,Television,29302,1901528
58231,Poetry,Books,Random House,Literature,66794,1046139
58232,Memoir,Books,HarperCollins,Non-Fiction,57456,2296109
58234,Asus ZenPad,Electronics,Apple,Tablet,99186,5337112
58237,Cooking,Books,Random House,Non-Fiction,58750,2960814
58241,Asus ZenBook,Electronics,Apple,Laptop,24402,9488195
58281,Sheath dress,Clothing,Zara,Dress,56302,3504899
58282,Xiaomi Mi,Electronics,Sony,Smartphone,55987,2122969
58287,Popcorn,Grocery,Nestle,Snacks,91985,2368597
58300,Henley tee,Clothing,Adidas,T-shirt,92162,9103506
58323,Oxfords,Clothing,Adidas,Shoes,58554,6577903
58329,Cooking,Books,Penguin Books,Non-Fiction,78377,7971146
58338,Cocktail dress,Clothing,Zara,Dress,13113,5141139
58348,Samsung Galaxy,Electronics,Samsung,Smartphone,85045,1150249
58353,Romance,Books,Penguin Books,Fiction,43245,8760474
58376,Nuts,Grocery,Nestle,Snacks,29815,4132804
58400,Microsoft Surface Laptop,Electronics,Apple,Laptop,20836,9821082
58405,Sneakers,Clothing,Adidas,Shoes,13468,4917675
58414,Toilet,Home Decor,Bed Bath & Beyond,Bathroom,22931,4498302
58435,Cream soda,Grocery,Pepsi,Soft Drink,83858,3303293
58440,Literary fiction,Books,Random House,Literature,31735,6119425
58446,Athletic shorts,Clothing,Nike,Shorts,96307,9392771
58457,Science fiction,Books,Random House,Fiction,21299,8422983
58466,Board shorts,Clothing,Nike,Shorts,60623,5586187
58487,Science fiction,Books,Random House,Fiction,67237,7013774
58494,Mango juice,Grocery,Pepsi,Juice,42599,5534693
58512,Alkaline water,Grocery,Pepsi,Water,18946,7759371
58564,Google Pixel,Electronics,Sony,Smartphone,98914,5240845
58612,Health,Books,HarperCollins,Non-Fiction,88683,1307287
58625,Mini fridge,Electronics,Whirepool,Fridge,71403,6602259
58645,Raglan tee,Clothing,Nike,T-shirt,40933,2058396
58652,Romance,Books,HarperCollins,Fiction,28883,1692307
58653,Clothing,Books,Penguin Books,Children's,25471,5430938
58673,Chandeliers,Home Decor,IKEA,Lighting,88172,5088587
58696,Slippers,Clothing,Adidas,Shoes,37503,5900592
58700,High heels,Clothing,Adidas,Shoes,34131,3927799
58702,Off-the-shoulder tee,Clothing,Nike,T-shirt,23695,9843048
58704,Grapefruit juice,Grocery,Coca-Cola,Juice,30736,1008848
58711,QLED TV,Electronics,Sony,Television,92919,6255739
58713,Mineral water,Grocery,Pepsi,Water,15786,9799468
58716,DJ headphones,Electronics,Sony,Headphones,25866,5144516
58720,Board shorts,Clothing,Nike,Shorts,49748,5068423
58725,Adventure,Books,Penguin Books,Fiction,66007,9342486
58729,Top-freezer refrigerator,Electronics,Whirepool,Fridge,76596,9533459
58751,Legal thriller,Books,HarperCollins,Thriller,76140,6604075
58761,Chocolate-covered nuts,Grocery,Nestle,Chocolate,36630,4157487
58762,TV stand,Home Decor,IKEA,Furniture,10809,1448779
58782,Counter-depth refrigerator,Electronics,Whirepool,Fridge,79110,5556992
58783,Fantasy,Books,Penguin Books,Fiction,32400,7377957
58810,Bed skirt,Home Decor,Bed Bath & Beyond,Bedding,15327,5449398
58838,Mystery,Books,Random House,Fiction,13782,1330781
58859,Asus ZenBook,Electronics,Apple,Laptop,87847,4898368
58886,Huawei P,Electronics,Samsung,Smartphone,87965,8515948
58903,Literary fiction,Books,HarperCollins,Fiction,92919,3467877
58904,Peacoat,Clothing,Adidas,Jacket,29515,7921837
58908,Orange soda,Grocery,Coca-Cola,Soft Drink,73068,7371850
58912,Wardrobe,Home Decor,Home Depot,Furniture,58523,1702689
58923,Sandals,Clothing,Nike,Shoes,68364,8878704
58926,Science,Books,Penguin Books,Non-Fiction,93740,2561951
58936,Instant coffee,Grocery,Nestle,Coffee,18976,9146190
58955,Nokia,Electronics,Sony,Smartphone,51551,7738267
58957,Utility knife,Home Decor,Home Depot,Tools,23190,3395267
58967,Horror,Books,Random House,Fiction,59799,2546607
58969,Flip flops,Clothing,Adidas,Shoes,86346,1952270
58976,Historical fiction,Books,Random House,Fiction,98615,2473538
58987,Saw,Home Decor,Home Depot,Tools,97069,7867950
58992,Slippers,Clothing,Nike,Shoes,69564,1298219
59009,Thriller,Books,Penguin Books,Fiction,73859,5689153
59020,Grapefruit juice,Grocery,Pepsi,Juice,73689,9914131
59023,Huawei P,Electronics,Sony,Smartphone,18627,8191739
59036,Memoir,Books,Random House,Non-Fiction,45754,8176033
59064,Mineral water,Grocery,Pepsi,Water,81750,5079334
59082,Classic literature,Books,Random House,Literature,53725,4485660
59100,Pillowcase set,Home Decor,Bed Bath & Beyond,Bedding,94125,9282761
59123,Dystopian,Books,Random House,Fiction,64197,2650774
59124,Black refrigerator,Electronics,Whirepool,Fridge,37319,1392517
59135,Mixed fruit juice,Grocery,Pepsi,Juice,95274,2728748
59147,Travel,Books,HarperCollins,Non-Fiction,78780,6152794
59154,Purified water,Grocery,Pepsi,Water,19095,3167178
59166,Sneakers,Clothing,Adidas,Shoes,64916,9182052
59167,Chocolate cookies,Grocery,Nestle,Chocolate,56994,1037423
59170,HDR TV,Electronics,Sony,Television,42023,2836141
59177,Romance,Books,HarperCollins,Fiction,44276,2497541
59186,DJ headphones,Electronics,Sony,Headphones,14609,6803230
59187,Building blocks,Books,Penguin Books,Children's,52235,7408717
59196,Xiaomi Mi,Electronics,Samsung,Smartphone,10522,6317086
59207,Curved TV,Electronics,Sony,Television,94735,8606833
59213,Cycling shorts,Clothing,Nike,Shorts,95416,6883818
59237,Artesian water,Grocery,Pepsi,Water,60192,4102762
59280,A-line dress,Clothing,Zara,Dress,63124,9081891
59285,Motorola Moto,Electronics,Samsung,Smartphone,98780,5967133
59289,Self-help,Books,HarperCollins,Non-Fiction,68740,6081917
59305,Top-freezer refrigerator,Electronics,Whirepool,Fridge,61570,7254513
59314,Wall art,Home Decor,IKEA,Decorations,69319,4945308
59321,OnePlus,Electronics,Samsung,Smartphone,36437,4147830
59337,Sony Xperia Tablet,Electronics,Samsung,Tablet,49252,7721921
59346,Blanket,Home Decor,Bed Bath & Beyond,Bedding,55197,7953982
59356,Games,Books,Penguin Books,Children's,49192,4143798
59392,Toilet,Home Decor,Bed Bath & Beyond,Bathroom,58017,4767515
59413,Cooking,Books,HarperCollins,Non-Fiction,84053,5718591
59420,Sandals,Clothing,Nike,Shoes,39349,3185510
59426,Android TV,Electronics,Sony,Television,95221,1122514
59434,Bed,Home Decor,Home Depot,Furniture,15594,4845185
59435,Thriller,Books,Random House,Fiction,65858,1209049
59441,Romance,Books,HarperCollins,Fiction,69033,4176176
59442,Sports equipment,Books,Penguin Books,Children's,84420,3080123
59445,Root beer,Grocery,Pepsi,Soft Drink,40553,5086416
59472,Sparkling water,Grocery,Pepsi,Water,71731,1125129
59473,Curved TV,Electronics,Sony,Television,31573,4860082
59474,Plain tee,Clothing,Nike,T-shirt,16617,3845965
59477,Science,Books,Penguin Books,Non-Fiction,76134,8100549
59478,Psychology,Books,Penguin Books,Non-Fiction,39576,2792733
59490,Self-help,Books,HarperCollins,Non-Fiction,66897,1139181
59493,Sculptures,Home Decor,IKEA,Decorations,81711,6694310
59498,Essays,Books,Random House,Literature,24816,1876021
59506,Motorola Moto,Electronics,Sony,Smartphone,92073,8022288
59510,LG Gram,Electronics,Apple,Laptop,70597,2237926
59521,Candles,Home Decor,IKEA,Decorations,62639,5452723
59527,OLED TV,Electronics,Samsung,Television,55989,4523685
59529,Cranberry juice,Grocery,Pepsi,Juice,74512,7635476
59530,Microsoft Surface Laptop,Electronics,Apple,Laptop,20002,6541039
59554,Studio headphones,Electronics,Sony,Headphones,95004,5077488
59558,Sculptures,Home Decor,IKEA,Decorations,87242,3730521
59559,Mystery,Books,Random House,Fiction,33573,1852143
59566,Sweatshirt,Clothing,Zara,Shirt,51208,3614881
59567,Off-the-shoulder tee,Clothing,Adidas,T-shirt,98203,7352694
59569,Chocolate fondue,Grocery,Nestle,Chocolate,55961,8262242
59578,Motorola Moto,Electronics,Apple,Smartphone,47276,5306593
59582,Decorative pillows,Home Decor,Home Depot,Decorations,59406,5503125
59589,Sofa,Home Decor,IKEA,Furniture,12326,1749187
59590,Floor-standing AC,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,43782,3094815
59617,Dining table,Home Decor,Home Depot,Furniture,69396,7188929
59630,High heels,Clothing,Adidas,Shoes,94489,5879299
59650,Clocks,Home Decor,Home Depot,Decorations,48957,1485697
59678,Alkaline water,Grocery,Coca-Cola,Water,68946,4786948
59679,Peacoat,Clothing,Adidas,Jacket,48293,1488669
59683,Decorative pillows,Home Decor,Home Depot,Decorations,91065,9073863
59698,Comforter,Home Decor,Bed Bath & Beyond,Bedding,69458,3996609
59723,Coffee table,Home Decor,IKEA,Furniture,74698,9671800
59734,Cocktail dress,Clothing,Zara,Dress,68351,4136197
59736,Legal thriller,Books,HarperCollins,Thriller,40394,1449920
59739,Artesian water,Grocery,Pepsi,Water,47883,1495960
59750,Ceiling lights,Home Decor,IKEA,Lighting,26123,3187497
59752,Mini fridge,Electronics,Whirepool,Fridge,62854,9883679
59755,Google Pixel Slate,Electronics,Samsung,Tablet,78350,2924275
59772,Sony Xperia,Electronics,Apple,Smartphone,29318,3768205
59779,Coconut water,Grocery,Coca-Cola,Water,21711,5669465
59785,Google Pixel,Electronics,Apple,Smartphone,43375,9289743
59789,Wall art,Home Decor,Home Depot,Decorations,76246,3834766
59797,Artesian water,Grocery,Coca-Cola,Water,50693,1735110
59808,Refrigerator,Home Decor,Bed Bath & Beyond,Kitchen,72735,8064016
59814,Bookshelf,Home Decor,IKEA,Furniture,61804,7791789
59818,Lemon-lime soda,Grocery,Coca-Cola,Soft Drink,75472,9462691
59829,Tank top,Clothing,Zara,Shirt,31110,3628301
59831,Denim shorts,Clothing,Nike,Shorts,14556,6434630
59834,Chocolate cookies,Grocery,Nestle,Chocolate,31719,7300042
59840,Sneakers,Clothing,Adidas,Shoes,62078,4172864
59863,Orange juice,Grocery,Pepsi,Juice,63762,6684184
59870,Instant coffee,Grocery,Nestle,Coffee,90888,1861563
59876,Mini-split AC,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,46598,7545057
59884,Boots,Clothing,Adidas,Shoes,70415,9375064
59890,Sports equipment,Books,Penguin Books,Children's,35779,3696599
59922,Candles,Home Decor,IKEA,Decorations,30606,4271532
59925,LED TV,Electronics,Samsung,Television,93659,8639888
59928,Asus ZenPad,Electronics,Apple,Tablet,90626,3455676
59945,Towel rack,Home Decor,Bed Bath & Beyond,Bathroom,97496,2272983
59960,Dystopian,Books,HarperCollins,Fiction,64137,8599773
59964,Coffee table,Home Decor,IKEA,Furniture,44821,2141349
59971,Bed,Home Decor,IKEA,Furniture,80377,8939496
59996,Board shorts,Clothing,Nike,Shorts,70854,2360865
60003,Sparkling water,Grocery,Pepsi,Water,47127,6415101
60008,Educational kits,Books,Penguin Books,Children's,96665,3708677
60011,Adventure,Books,Random House,Fiction,30083,5452772
60012,Ginger ale,Grocery,Coca-Cola,Soft Drink,96375,7692891
60027,High heels,Clothing,Adidas,Shoes,40106,8899123
60028,Mystery,Books,HarperCollins,Thriller,49377,6445091
60031,Cola,Grocery,Pepsi,Soft Drink,23704,6522026
60038,Plain tee,Clothing,Adidas,T-shirt,51445,7139367
60046,Techno-thriller,Books,HarperCollins,Thriller,24110,8147369
60060,Thriller,Books,HarperCollins,Fiction,69156,2154519
60072,Bed,Home Decor,Home Depot,Furniture,79106,1372445
60089,Artesian water,Grocery,Pepsi,Water,33060,4993826
60091,Flip flops,Clothing,Nike,Shoes,75855,2655358
60092,Distilled water,Grocery,Pepsi,Water,34861,7837865
60101,Xiaomi Mi,Electronics,Sony,Smartphone,35268,3490484
60123,Windbreaker,Clothing,Adidas,Jacket,90034,4111649
60127,Pliers,Home Decor,Home Depot,Tools,63537,5162067
60149,Mini-split AC,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,23995,1106497
60150,Huawei P,Electronics,Apple,Smartphone,40007,3908257
60154,DJ headphones,Electronics,Sony,Headphones,41665,6161259
60170,Trail mix,Grocery,Nestle,Snacks,86980,8066720
60181,Toaster,Home Decor,Bed Bath & Beyond,Kitchen,64731,3415454
60183,Shower curtain,Home Decor,Bed Bath & Beyond,Bathroom,69642,2242832
60189,Windbreaker,Clothing,Adidas,Jacket,82918,3188713
60199,Travel,Books,Penguin Books,Non-Fiction,82677,4065533
60207,Table lamps,Home Decor,IKEA,Lighting,26877,9229864
60217,Top-freezer refrigerator,Electronics,Whirepool,Fridge,55138,5969100
60249,Under cabinet lighting,Home Decor,IKEA,Lighting,29132,1355943
60254,Grape juice,Grocery,Pepsi,Juice,75524,3472297
60255,Cola,Grocery,Pepsi,Soft Drink,61851,8864998
60263,Motorola Moto,Electronics,Apple,Smartphone,93890,9628741
60274,Iced tea,Grocery,Coca-Cola,Soft Drink,77135,5405038
60295,Milk chocolate,Grocery,Nestle,Chocolate,96774,2355943
60301,Athletic shorts,Clothing,Nike,Shorts,19821,8545889
60304,Games,Books,Penguin Books,Children's,87078,1487082
60307,Dress shirt,Clothing,Zara,Shirt,66120,6676344
60308,Clocks,Home Decor,Home Depot,Decorations,75368,4555496
60313,Counter-depth refrigerator,Electronics,Whirepool,Fridge,91726,9820820
60315,Macchiato,Grocery,Nestle,Coffee,60726,7460172
60326,Asus ZenPad,Electronics,Apple,Tablet,98285,4506466
60332,Mystery,Books,Random House,Fiction,34569,5409508
60339,Artesian water,Grocery,Pepsi,Water,69999,7057544
60342,Off-the-shoulder tee,Clothing,Adidas,T-shirt,20034,3957625
60356,Comforter,Home Decor,Bed Bath & Beyond,Bedding,91138,1632498
60357,OnePlus,Electronics,Apple,Smartphone,70631,5895740
60363,Coconut water,Grocery,Pepsi,Water,11896,9423094
60388,iPhone,Electronics,Samsung,Smartphone,95924,9322350
60405,Memoir,Books,Random House,Non-Fiction,29278,2947414
60411,Purified water,Grocery,Pepsi,Water,96959,9233734
60419,Candles,Home Decor,IKEA,Decorations,96278,7259353
60422,Samsung Galaxy,Electronics,Sony,Smartphone,10460,8641588
60427,Sports headphones,Electronics,Sony,Headphones,30994,7635365
60428,Drama,Books,Random House,Literature,67844,9853166
60460,Self-help,Books,Random House,Non-Fiction,33285,2543795
60463,Grape soda,Grocery,Pepsi,Soft Drink,17338,5604130
60465,Cocktail dress,Clothing,Zara,Dress,78901,2055005
60467,Chips,Grocery,Nestle,Snacks,11306,8279154
60487,French door refrigerator,Electronics,Whirepool,Fridge,21169,1994189
60492,Utility knife,Home Decor,Home Depot,Tools,85225,8399873
60508,Chocolate-covered nuts,Grocery,Nestle,Chocolate,10253,4330982
60509,Plain tee,Clothing,Adidas,T-shirt,60684,3958105
60514,OnePlus,Electronics,Sony,Smartphone,74724,5011479
60534,Toilet,Home Decor,Bed Bath & Beyond,Bathroom,98087,4801011
60542,Mystery,Books,Random House,Fiction,80425,5563462
60554,Iced tea,Grocery,Pepsi,Soft Drink,99876,8703703
60559,Anthologies,Books,Random House,Literature,23427,4431889
60576,Long-sleeve tee,Clothing,Nike,T-shirt,43845,3755975
60588,Pliers,Home Decor,Home Depot,Tools,13090,8516960
60591,Polo shirt,Clothing,Zara,Shirt,33927,5787832
60597,Loafers,Clothing,Nike,Shoes,70994,9241035
60601,Science fiction,Books,Penguin Books,Fiction,78284,3585501
60602,Flavored water,Grocery,Pepsi,Water,34430,4455255
60639,Track lighting,Home Decor,IKEA,Lighting,19484,6424861
60646,Boyfriend jeans,Clothing,Zara,Jeans,27645,6823962
60688,Smart refrigerator,Electronics,Whirepool,Fridge,83847,4467246
60696,Sneakers,Clothing,Nike,Shoes,10449,2500841
60706,Shift dress,Clothing,Zara,Dress,93420,6796827
60710,Purified water,Grocery,Coca-Cola,Water,70176,1006903
60720,Chocolate mousse,Grocery,Nestle,Chocolate,95161,5379686
60721,Pliers,Home Decor,Home Depot,Tools,65931,2841468
60731,Android TV,Electronics,Sony,Television,68817,9499044
60739,Cranberry juice,Grocery,Pepsi,Juice,19861,1727904
60741,Sneakers,Clothing,Adidas,Shoes,84798,4644248
60749,Dust ruffle,Home Decor,Bed Bath & Beyond,Bedding,16053,6280015
60750,Sandals,Clothing,Adidas,Shoes,44757,2296634
60751,Google Pixel Slate,Electronics,Apple,Tablet,34839,1641514
60760,Counter-depth refrigerator,Electronics,Whirepool,Fridge,20236,6031622
60765,Dystopian,Books,Penguin Books,Fiction,93315,4435957
60768,Xiaomi Mi,Electronics,Sony,Smartphone,78009,1389164
60788,Chocolate fondue,Grocery,Nestle,Chocolate,60972,6587733
60805,Biography,Books,Random House,Non-Fiction,67358,6112806
60830,Loafers,Clothing,Adidas,Shoes,45868,5122483
60839,Chocolate-covered fruits,Grocery,Nestle,Chocolate,57613,5169791
60844,Alkaline water,Grocery,Pepsi,Water,19755,8382383
60848,Desk,Home Decor,IKEA,Furniture,86646,2068827
60854,Adventure,Books,HarperCollins,Fiction,98608,8106446
60862,Purified water,Grocery,Pepsi,Water,67012,1874278
60867,Counter-depth refrigerator,Electronics,Whirepool,Fridge,94393,5085431
60880,Mineral water,Grocery,Coca-Cola,Water,45816,1279149
60882,Cargo shorts,Clothing,Nike,Shorts,27736,8249293
60883,Psychology,Books,Random House,Non-Fiction,52844,7639992
60885,Bed,Home Decor,IKEA,Furniture,87367,6000594
60891,Techno-thriller,Books,HarperCollins,Thriller,35614,8215564
60913,Crew neck tee,Clothing,Adidas,T-shirt,17917,1888760
60928,Mineral water,Grocery,Pepsi,Water,81366,2611881
60950,Artesian water,Grocery,Pepsi,Water,25275,8661802
60957,LG Gram,Electronics,Apple,Laptop,84483,5163823
60958,Literary fiction,Books,Random House,Fiction,79078,1341411
60983,Business,Books,Penguin Books,Non-Fiction,80724,9438908
60984,Grape juice,Grocery,Coca-Cola,Juice,39549,1369047
60992,Self-help,Books,Random House,Non-Fiction,32099,6172647
60993,Mystery,Books,Penguin Books,Fiction,11057,6390080
61003,Smart TV,Electronics,Samsung,Television,54198,1977851
61005,Top-freezer refrigerator,Electronics,Whirepool,Fridge,60819,8409779
61011,High-waisted jeans,Clothing,Zara,Jeans,10686,1668510
61014,Shower curtain,Home Decor,Bed Bath & Beyond,Bathroom,87527,7377838
61033,HP Spectre,Electronics,Apple,Laptop,59502,3109673
61042,Recessed lighting,Home Decor,IKEA,Lighting,26764,6318552
61043,Windbreaker,Clothing,Adidas,Jacket,31335,1352957
61056,Huawei MediaPad,Electronics,Samsung,Tablet,63758,2119569
61067,Mocha,Grocery,Nestle,Coffee,36370,8099586
61072,Rugs,Home Decor,IKEA,Decorations,75055,8354082
61096,Recessed lighting,Home Decor,IKEA,Lighting,78085,1847444
61108,Dystopian,Books,Random House,Fiction,67850,8995384
61116,Sofa,Home Decor,IKEA,Furniture,45397,2023876
61123,Off-the-shoulder tee,Clothing,Nike,T-shirt,37668,4656991
61124,Asus ZenBook,Electronics,Apple,Laptop,61760,2529018
61125,Top-freezer refrigerator,Electronics,Whirepool,Fridge,58731,3720047
61142,Historical fiction,Books,HarperCollins,Fiction,89184,9447873
61152,Cycling shorts,Clothing,Nike,Shorts,22688,2363224
61161,Bookshelf,Home Decor,IKEA,Furniture,82650,1635983
61170,Sandals,Clothing,Adidas,Shoes,99428,6660528
61178,Bodycon dress,Clothing,Zara,Dress,57644,6909357
61187,LG G,Electronics,Apple,Smartphone,92861,4291428
61197,Utility knife,Home Decor,Home Depot,Tools,33497,7293540
61206,Horror,Books,Penguin Books,Fiction,30713,2508215
61210,Huawei P,Electronics,Samsung,Smartphone,11822,5686732
61220,Sculptures,Home Decor,Home Depot,Decorations,44270,4144904
61225,Counter-depth refrigerator,Electronics,Whirepool,Fridge,10768,3022070
61235,Travel,Books,HarperCollins,Non-Fiction,42101,7692285
61239,Purified water,Grocery,Coca-Cola,Water,69059,4757565
61245,Coconut water,Grocery,Pepsi,Water,97066,3318237
61246,Mirror,Home Decor,Bed Bath & Beyond,Bathroom,58443,1755251
61254,Chino shorts,Clothing,Nike,Shorts,48675,8453285
61265,Crackers,Grocery,Nestle,Snacks,14146,1116577
61271,Classic literature,Books,Random House,Literature,92210,7049992
61275,Bookshelf,Home Decor,IKEA,Furniture,24881,5436832
61276,Sparkling water,Grocery,Pepsi,Water,73317,7869427
61286,A-line dress,Clothing,Zara,Dress,27672,5124609
61294,Ginger ale,Grocery,Pepsi,Soft Drink,54414,9209312
61298,Suspense,Books,HarperCollins,Thriller,49460,5570391
61300,Side-by-side refrigerator,Electronics,Whirepool,Fridge,36056,2410672
61332,Psychology,Books,HarperCollins,Non-Fiction,65773,2942380
61337,Apple juice,Grocery,Pepsi,Juice,94127,5581607
61357,Sparkling water,Grocery,Pepsi,Water,95785,4657797
61363,QLED TV,Electronics,Sony,Television,11914,2250965
61368,Nokia,Electronics,Sony,Smartphone,29255,8245413
61376,V-neck tee,Clothing,Nike,T-shirt,85507,8067628
61381,Huawei P,Electronics,Sony,Smartphone,28894,3201679
61384,Coffee table,Home Decor,Home Depot,Furniture,63842,5959556
61406,Smart refrigerator,Electronics,Whirepool,Fridge,53420,2551646
61412,Self-help,Books,Random House,Non-Fiction,52990,5959456
61415,Low-rise jeans,Clothing,Zara,Jeans,81000,8999572
61422,Nightstand,Home Decor,Home Depot,Furniture,53527,8022318
61424,Artesian water,Grocery,Pepsi,Water,12761,3287374
61441,Window AC,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,15810,4738724
61487,Smart TV,Electronics,Samsung,Television,22485,4851446
61509,Educational kits,Books,Penguin Books,Children's,80760,1910735
61516,TV stand,Home Decor,IKEA,Furniture,37456,2069346
61517,Pendant lights,Home Decor,IKEA,Lighting,22364,7333083
61536,Books,Books,Penguin Books,Children's,10409,5496312
61552,Cola,Grocery,Coca-Cola,Soft Drink,44855,4075343
61562,LED TV,Electronics,Sony,Television,70423,2242628
61564,Plain tee,Clothing,Nike,T-shirt,16807,1447988
61574,Coconut water,Grocery,Pepsi,Water,51759,3940055
61579,Tank top,Clothing,Zara,Shirt,39877,3695517
61581,Coconut water,Grocery,Pepsi,Water,13194,9409594
61594,Acer Swift,Electronics,Apple,Laptop,66448,5820511
61615,Swim trunks,Clothing,Nike,Shorts,46791,8198505
61617,Bodycon dress,Clothing,Zara,Dress,80270,8242602
61634,Grape juice,Grocery,Pepsi,Juice,24030,4339912
61643,Grapefruit juice,Grocery,Pepsi,Juice,35777,5197158
61652,Cocktail dress,Clothing,Zara,Dress,59124,1029028
61659,Smart refrigerator,Electronics,Whirepool,Fridge,51024,7429454
61663,Table lamps,Home Decor,IKEA,Lighting,86658,5434217
61672,Spring water,Grocery,Pepsi,Water,12125,2686808
61688,Anthologies,Books,Random House,Literature,85041,7818031
61691,Varsity jacket,Clothing,Adidas,Jacket,20498,2114733
61700,Studio headphones,Electronics,Sony,Headphones,67515,3392150
61716,Cooking,Books,Random House,Non-Fiction,30974,5606972
61722,Purified water,Grocery,Coca-Cola,Water,91644,9618347
61726,Plasma TV,Electronics,Sony,Television,48249,6488136
61734,Wall art,Home Decor,IKEA,Decorations,65719,2832476
61746,Plasma TV,Electronics,Samsung,Television,71306,7731896
61753,Wall art,Home Decor,Home Depot,Decorations,41025,9667287
61756,LCD TV,Electronics,Samsung,Television,35433,4231276
61758,Espadrilles,Clothing,Nike,Shoes,86290,7334724
61760,Tape measure,Home Decor,Home Depot,Tools,53142,2420183
61762,Flip flops,Clothing,Nike,Shoes,39222,6448757
61764,Plain tee,Clothing,Nike,T-shirt,21796,7237748
61787,Alkaline water,Grocery,Coca-Cola,Water,54294,9006815
61792,Root beer,Grocery,Coca-Cola,Soft Drink,45474,4415613
61807,Hoodie,Clothing,Zara,Shirt,45724,8762566
61815,Cream soda,Grocery,Pepsi,Soft Drink,84937,2686737
61836,Raglan tee,Clothing,Adidas,T-shirt,35727,8191182
61838,Orange juice,Grocery,Pepsi,Juice,94849,4443852
61842,History,Books,Random House,Non-Fiction,71776,8982692
61848,Purified water,Grocery,Pepsi,Water,66340,4810434
61862,LED TV,Electronics,Sony,Television,17679,1083698
61870,Mirrors,Home Decor,IKEA,Decorations,21630,5423205
61892,Chocolate bars,Grocery,Nestle,Chocolate,54237,2680630
61897,Artesian water,Grocery,Coca-Cola,Water,51046,6830370
61904,Rugs,Home Decor,IKEA,Decorations,95790,4386492
61905,Distilled water,Grocery,Pepsi,Water,98225,4013655
61916,Noise-cancelling headphones,Electronics,Sony,Headphones,26182,5229817
61923,Utility knife,Home Decor,Home Depot,Tools,52727,4791492
61948,Microsoft Surface,Electronics,Apple,Tablet,86159,1205830
61950,Sparkling water,Grocery,Coca-Cola,Water,83067,9650206
61951,Running shoes,Clothing,Nike,Shoes,49513,1515818
61957,Flavored water,Grocery,Pepsi,Water,99882,2253940
61960,iPhone,Electronics,Apple,Smartphone,38923,2417790
61961,Slippers,Clothing,Adidas,Shoes,31297,5892148
61968,Straight-leg jeans,Clothing,Zara,Jeans,77859,9169990
61977,Chocolate mousse,Grocery,Nestle,Chocolate,54445,5403446
61982,Wardrobe,Home Decor,Home Depot,Furniture,66006,3322518
61985,Alkaline water,Grocery,Pepsi,Water,56408,3331866
61997,Bed,Home Decor,IKEA,Furniture,31888,2999741
62026,Maxi dress,Clothing,Zara,Dress,17660,8581586
62028,Psychology,Books,Random House,Non-Fiction,81025,6860154
62053,Rugs,Home Decor,Home Depot,Decorations,94381,8795165
62054,Leather jacket,Clothing,Adidas,Jacket,35567,2832664
62058,TV stand,Home Decor,Home Depot,Furniture,59477,1257566
62069,Action,Books,HarperCollins,Thriller,28369,7222912
62086,Americano,Grocery,Nestle,Coffee,10628,9974789
62101,Soap dispenser,Home Decor,Bed Bath & Beyond,Bathroom,32719,3819786
62102,Henley tee,Clothing,Adidas,T-shirt,93514,8714749
62103,Literary fiction,Books,HarperCollins,Fiction,47518,8156839
62113,Stainless steel refrigerator,Electronics,Whirepool,Fridge,68628,3642996
62120,Biography,Books,HarperCollins,Non-Fiction,45886,9966061
62122,Purified water,Grocery,Pepsi,Water,82707,5372527
62153,Puffer jacket,Clothing,Adidas,Jacket,49598,2556647
62154,Pineapple juice,Grocery,Coca-Cola,Juice,99358,9044115
62190,Trench coat,Clothing,Adidas,Jacket,61938,7842902
62194,Wardrobe,Home Decor,IKEA,Furniture,76820,2545940
62195,OLED TV,Electronics,Samsung,Television,75613,5859108
62201,Short stories,Books,Random House,Literature,75692,1079959
62208,Apple juice,Grocery,Pepsi,Juice,11355,7185298
62215,Grapefruit juice,Grocery,Pepsi,Juice,72207,9303855
62222,Towel rack,Home Decor,Bed Bath & Beyond,Bathroom,24374,6404540
